real,shuffle,fft,iafft,id,group,names,problem
0.26228140912139697,0.2622814091213973,0.6375246579328473,0.2622814091213971,1,1,DN_HistogramMode_5,DodgerLoopWeekend
-1.3974057949639715,-1.397405794963972,0.830405041448689,-1.397405794963972,1,1,DN_HistogramMode_10,DodgerLoopWeekend
30.819775743100845,0.5717463950257197,31.577340211656818,39.46834657523809,1,1,CO_f1ecac,DodgerLoopWeekend
10.0,1.0,6.0,2.0,1,1,CO_FirstMin_ac,DodgerLoopWeekend
0.6054112160054357,0.035044269020471426,0.6171508995506397,0.564944184668959,1,1,CO_HistogramAMI_even_2_5,DodgerLoopWeekend
-0.005757368787593009,-0.5454295722803668,0.013254869879389584,0.01922894040978213,1,1,CO_trev_1_num,DodgerLoopWeekend
0.9198606271777003,0.9721254355400697,0.9407665505226481,0.9512195121951219,1,1,MD_hrv_classic_pnn40,DodgerLoopWeekend
44.0,11.0,72.0,83.0,1,1,SB_BinaryStats_mean_longstretch1,DodgerLoopWeekend
0.04000000000000001,0.002763984832481475,0.08000000000000002,0.1111111111111111,1,1,SB_TransitionMatrix_3ac_sumdiagcov,DodgerLoopWeekend
76.0,4.0,10.0,6.0,1,1,PD_PeriodicityWang_th0_01,DodgerLoopWeekend
0.40022171209112845,0.08318560518456469,0.48938322331692446,0.409333682757291,1,1,CO_Embed2_Dist_tau_d_expfit_meandiff,DodgerLoopWeekend
1.0,3.0,1.0,1.0,1,1,IN_AutoMutualInfoStats_40_gaussian_fmmi,DodgerLoopWeekend
0.018867924528301886,1.0,0.01818181818181818,0.013513513513513514,1,1,FC_LocalSimple_mean1_tauresrat,DodgerLoopWeekend
-0.14583333333333337,-0.08333333333333337,-0.2881944444444444,-0.14583333333333337,1,1,DN_OutlierInclude_p_001_mdrmd,DodgerLoopWeekend
-0.6979166666666667,0.13888888888888884,0.6909722222222223,0.5416666666666667,1,1,DN_OutlierInclude_n_001_mdrmd,DodgerLoopWeekend
0.8990943245150786,0.1945275221314196,0.8916481846587164,0.89960742068835,1,1,SP_Summaries_welch_rect_area_5_1,DodgerLoopWeekend
4.0,4.0,6.0,6.0,1,1,SB_BinaryStats_diff_longstretch0,DodgerLoopWeekend
1.7210085294256112,2.1726737278796224,1.6165549736059786,1.7801632186855312,1,1,SB_MotifThree_quantile_hh,DodgerLoopWeekend
0.1590909090909091,0.1590909090909091,0.1590909090909091,0.18181818181818182,1,1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,DodgerLoopWeekend
0.7727272727272727,0.8636363636363636,0.7954545454545454,0.8409090909090909,1,1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,DodgerLoopWeekend
0.024543692606171875,1.779417713947461,0.024543692606171875,0.024543692606171875,1,1,SP_Summaries_welch_rect_centroid,DodgerLoopWeekend
0.40653151436448354,1.1422918818078165,0.40658531032497885,0.4097146435565083,1,1,FC_LocalSimple_mean3_stderr,DodgerLoopWeekend
22.302083333333332,22.302083333333332,-20.16791726325406,22.302083333333332,1,1,DN_Mean,DodgerLoopWeekend
14.099042242658868,14.099042242658864,14.098620637895095,14.099042242658863,1,1,DN_Spread_Std,DodgerLoopWeekend
-1.209962404786511,-1.2099624047865114,0.7612955747626355,-1.2099624047865118,2,1,DN_HistogramMode_5,DodgerLoopWeekend
-1.3977007414331366,-1.397700741433137,0.06457834498784187,-1.3977007414331375,2,1,DN_HistogramMode_10,DodgerLoopWeekend
28.736153932458844,0.5906816586767097,34.32367038669324,34.3596797258033,2,1,CO_f1ecac,DodgerLoopWeekend
4.0,1.0,4.0,4.0,2,1,CO_FirstMin_ac,DodgerLoopWeekend
0.6705983100676611,0.032092045455996046,0.5870963485615248,0.5555059813346171,2,1,CO_HistogramAMI_even_2_5,DodgerLoopWeekend
-0.028058088770171314,0.2871188477464194,-0.009733185844584508,-0.00023946263296271747,2,1,CO_trev_1_num,DodgerLoopWeekend
0.9372822299651568,0.9895470383275261,0.9233449477351916,0.9128919860627178,2,1,MD_hrv_classic_pnn40,DodgerLoopWeekend
60.0,7.0,48.0,91.0,2,1,SB_BinaryStats_mean_longstretch1,DodgerLoopWeekend
0.08000000000000002,0.0018696354210928864,0.0625,0.04166666666666667,2,1,SB_TransitionMatrix_3ac_sumdiagcov,DodgerLoopWeekend
79.0,7.0,74.0,55.0,2,1,PD_PeriodicityWang_th0_01,DodgerLoopWeekend
0.4534400213360111,0.11525075040896764,0.3882752652434833,0.4509124161995282,2,1,CO_Embed2_Dist_tau_d_expfit_meandiff,DodgerLoopWeekend
3.0,1.0,3.0,3.0,2,1,IN_AutoMutualInfoStats_40_gaussian_fmmi,DodgerLoopWeekend
0.020833333333333332,1.0,0.01694915254237288,0.017241379310344827,2,1,FC_LocalSimple_mean1_tauresrat,DodgerLoopWeekend
0.2534722222222223,0.03472222222222232,-0.02083333333333337,-0.6388888888888888,2,1,DN_OutlierInclude_p_001_mdrmd,DodgerLoopWeekend
-0.6875,-0.07638888888888884,-0.6180555555555556,0.13888888888888884,2,1,DN_OutlierInclude_n_001_mdrmd,DodgerLoopWeekend
0.9085959781203835,0.17539060063269676,0.9129702636736075,0.9084692748612043,2,1,SP_Summaries_welch_rect_area_5_1,DodgerLoopWeekend
6.0,5.0,6.0,6.0,2,1,SB_BinaryStats_diff_longstretch0,DodgerLoopWeekend
1.6992313105749908,2.1799304415736485,1.774654926027899,1.708524210999323,2,1,SB_MotifThree_quantile_hh,DodgerLoopWeekend
0.8636363636363636,0.20454545454545456,0.8409090909090909,0.13636363636363635,2,1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,DodgerLoopWeekend
0.7727272727272727,0.7727272727272727,0.7727272727272727,0.7727272727272727,2,1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,DodgerLoopWeekend
0.04908738521234375,1.6444274046135157,0.024543692606171875,0.024543692606171875,2,1,SP_Summaries_welch_rect_centroid,DodgerLoopWeekend
0.3976793121542222,1.1895671142987114,0.39513065889249854,0.40190494109398056,2,1,FC_LocalSimple_mean3_stderr,DodgerLoopWeekend
23.645833333333332,23.645833333333332,-1.8777105043126865,23.645833333333332,2,1,DN_Mean,DodgerLoopWeekend
14.914375241698014,14.91437524169801,14.912429776199275,14.914375241698007,2,1,DN_Spread_Std,DodgerLoopWeekend
