original,shuffle,fft,iafft,id,problem
0.44,0.44,-0.3712956359798836,0.44,1,PowerCons
0.4,0.4,0.3994174874802517,0.4,1,PowerCons
0.36,0.36,-0.20637775462724986,0.36,1,PowerCons
0.35,0.35,0.3114750029958771,0.35,1,PowerCons
0.35,0.35,0.142922825229117,0.35,1,PowerCons
0.38,0.38,-0.14929933825858735,0.38,1,PowerCons
0.36,0.36,0.33413178712554886,0.36,1,PowerCons
0.35,0.35,-0.04938754697632349,0.35,1,PowerCons
0.35,0.35,-0.23979294769318996,0.35,1,PowerCons
0.38,0.38,-0.3318356470423684,0.38,1,PowerCons
0.38,0.38,-0.3221703199491146,0.38,1,PowerCons
0.38,0.38,-0.017651124145996525,0.38,1,PowerCons
0.42,0.42,0.026725576835898043,0.42,1,PowerCons
0.45,0.45,0.416309545019259,0.45,1,PowerCons
0.43,0.43,-0.22127379506858683,0.43,1,PowerCons
0.37,0.37,-0.26024665378084716,0.37,1,PowerCons
0.66,0.66,-0.0038566813615508546,0.66,1,PowerCons
1.13,1.13,-1.1219056240451974,1.13,1,PowerCons
1.35,1.35,-0.9212280498636155,1.35,1,PowerCons
1.09,1.09,-0.41994455221261334,1.09,1,PowerCons
0.75,0.75,0.7116208822641559,0.75,1,PowerCons
0.41,0.41,-0.30434296132617034,0.41,1,PowerCons
0.37,0.37,-0.3064637383588973,0.37,1,PowerCons
0.33,0.33,-0.3279325764937227,0.33,1,PowerCons
0.33,0.33,0.016702144220754035,0.33,1,PowerCons
0.4,0.4,0.3313789973191236,0.4,1,PowerCons
0.4,0.4,0.3080831562120631,0.4,1,PowerCons
0.39,0.39,0.3720607574560237,0.39,1,PowerCons
0.4,0.4,-0.3113691905406962,0.4,1,PowerCons
0.43,0.43,-0.4177242246593193,0.43,1,PowerCons
0.4,0.4,0.0876239174647084,0.4,1,PowerCons
0.35,0.35,0.3425947099383912,0.35,1,PowerCons
0.31,0.31,-0.0329676394445829,0.31,1,PowerCons
0.33,0.33,-0.2968240747278462,0.33,1,PowerCons
0.33,0.33,-0.053287986148730336,0.33,1,PowerCons
0.33,0.33,0.2648314314007244,0.33,1,PowerCons
0.3,0.3,-0.288246983580551,0.3,1,PowerCons
0.3,0.3,0.2986495504341294,0.3,1,PowerCons
0.33,0.33,0.09865919724473794,0.33,1,PowerCons
0.36,0.36,-0.3599997171711913,0.36,1,PowerCons
1.1,1.1,0.022568503889166702,1.1,1,PowerCons
1.83,1.83,1.2221134488001548,1.83,1,PowerCons
1.93,1.93,0.5337281733473154,1.93,1,PowerCons
2.04,2.04,0.8610961589021895,2.04,1,PowerCons
2.04,2.04,1.1589220170251302,2.04,1,PowerCons
1.93,1.93,-0.18918222048545183,1.93,1,PowerCons
1.93,1.93,-1.8213599020024402,1.93,1,PowerCons
1.53,1.53,-0.4339893917070121,1.53,1,PowerCons
1.36,1.36,-1.0654022888023253,1.36,1,PowerCons
1.19,1.19,0.2263260214796913,1.19,1,PowerCons
2.25,2.25,1.4482555861550206,2.25,1,PowerCons
3.31,3.31,-2.3924490980136337,3.31,1,PowerCons
3.08,3.08,-2.1567191712969915,3.08,1,PowerCons
2.85,2.85,-0.6850974762104839,2.85,1,PowerCons
2.04,2.04,-0.2982872154252854,2.04,1,PowerCons
1.24,1.24,-0.314661673752773,1.24,1,PowerCons
1.26,1.26,-1.0853362413033938,1.26,1,PowerCons
1.29,1.29,0.11119413787810598,1.29,1,PowerCons
1.31,1.31,1.2516633905913823,1.31,1,PowerCons
1.34,1.34,-1.2844382765623121,1.34,1,PowerCons
1.79,1.79,-0.023036736413773393,1.79,1,PowerCons
2.25,2.25,2.224329667554126,2.25,1,PowerCons
1.73,1.73,1.7134691402806346,1.73,1,PowerCons
1.21,1.21,1.0591742949175806,1.21,1,PowerCons
1.12,1.12,-0.26299770175816445,1.12,1,PowerCons
0.97,0.97,0.006256440597247435,0.97,1,PowerCons
0.82,0.82,0.8197840658893812,0.82,1,PowerCons
0.47,0.47,-0.3320906003309371,0.47,1,PowerCons
0.11,0.11,-0.10995841597380406,0.11,1,PowerCons
0.16,0.16,0.0870742608598513,0.16,1,PowerCons
0.22,0.22,-0.09446558268865969,0.22,1,PowerCons
0.62,0.62,0.30067392077964883,0.62,1,PowerCons
0.82,0.82,0.6023936883856794,0.82,1,PowerCons
0.63,0.63,0.40407987570498527,0.63,1,PowerCons
0.35,0.35,0.22798036083846077,0.35,1,PowerCons
0.3,0.3,0.2994394178325433,0.3,1,PowerCons
0.22,0.22,0.21553784167610548,0.22,1,PowerCons
0.17,0.17,0.15719929979502878,0.17,1,PowerCons
0.27,0.27,0.04433099608059592,0.27,1,PowerCons
0.21,0.21,0.0326244463721255,0.21,1,PowerCons
0.15,0.15,0.01860458214746347,0.15,1,PowerCons
0.16,0.16,0.0007662299211219412,0.16,1,PowerCons
0.22,0.22,0.18518649177203098,0.22,1,PowerCons
0.31,0.31,0.1933438446706243,0.31,1,PowerCons
0.48,0.48,0.4477047911258563,0.48,1,PowerCons
0.65,0.65,0.6052853310533316,0.65,1,PowerCons
1.01,1.01,-0.9743340699836643,1.01,1,PowerCons
1.36,1.36,1.0246482378071355,1.36,1,PowerCons
0.92,0.92,0.2660285410207382,0.92,1,PowerCons
0.52,0.52,-0.05143528642576047,0.52,1,PowerCons
0.23,0.23,0.11944129724219009,0.23,1,PowerCons
0.21,0.21,-0.20588109897407458,0.21,1,PowerCons
0.19,0.19,-0.17798442398559255,0.19,1,PowerCons
0.16,0.16,0.1204979941241584,0.16,1,PowerCons
