original,shuffle,fft,iafft,id,problem
-0.36292248,-0.36292248,-0.0034556832048734183,-0.36292248,1,Beef
-0.36532777,-0.36532777,-0.36165032543450404,-0.36532777,1,Beef
-0.387812,-0.387812,-0.12448528076286663,-0.387812,1,Beef
-0.40559023,-0.40559023,-0.29146180864504656,-0.40559023,1,Beef
-0.39900183,-0.39900183,0.19888240065661483,-0.39900183,1,Beef
-0.3665827,-0.3665827,0.16859155876918952,-0.3665827,1,Beef
-0.32454241,-0.32454241,-0.05894742528834862,-0.32454241,1,Beef
-0.31732654,-0.31732654,0.11302832281300064,-0.31732654,1,Beef
-0.32652939,-0.32652939,0.09584615099183671,-0.32652939,1,Beef
-0.30488178,-0.30488178,-0.28656576308244963,-0.30488178,1,Beef
-0.27716865,-0.27716865,0.10492923223504927,-0.27716865,1,Beef
-0.2717306,-0.2717306,0.24868946083812482,-0.2717306,1,Beef
-0.27580914,-0.27580914,0.2649329938779759,-0.27580914,1,Beef
-0.2486189,-0.2486189,-0.1929743520291802,-0.2486189,1,Beef
-0.19570251,-0.19570251,-0.0529343005187877,-0.19570251,1,Beef
-0.17907464,-0.17907464,0.012444196914908823,-0.17907464,1,Beef
-0.15146609,-0.15146609,-0.14304343564819558,-0.15146609,1,Beef
-0.10053668,-0.10053668,-0.02054427484982383,-0.10053668,1,Beef
-0.084117962,-0.084117962,-0.079359354274952,-0.084117962,1,Beef
-0.065607685,-0.065607685,-0.024601859841556023,-0.065607685,1,Beef
-0.052430877,-0.052430877,-0.022595494380717545,-0.052430877,1,Beef
-0.026913885,-0.026913885,-0.015176097367063924,-0.026913885,1,Beef
0.0054006665,0.0054006665,0.004265246942971472,0.0054006665,1,Beef
0.033009215,0.033009215,-0.02675618544301513,0.033009215,1,Beef
0.07630444,0.07630444,-0.06841028055708064,0.07630444,1,Beef
0.09324605,0.09324605,0.0809770268008678,0.09324605,1,Beef
0.10506335,0.10506335,-0.017260987725888667,0.10506335,1,Beef
0.13601838,0.13601838,-0.13600856370864378,0.13601838,1,Beef
0.18767984,0.18767984,0.13185265924026984,0.18767984,1,Beef
0.22595532,0.22595532,0.2256974053095588,0.22595532,1,Beef
0.2425832,0.2425832,0.21394495834909608,0.2425832,1,Beef
0.26308046,0.26308046,-0.1621057829177275,0.26308046,1,Beef
0.27772135,0.27772135,-0.23904977679105804,0.27772135,1,Beef
0.29006154,0.29006154,0.2437479737517025,0.29006154,1,Beef
0.30804893,0.30804893,0.26170118932633335,0.30804893,1,Beef
0.37267803,0.37267803,-0.3726115014749888,0.37267803,1,Beef
0.42465321,0.42465321,-0.1538445144389879,0.42465321,1,Beef
0.40928027,0.40928027,0.35926292582723063,0.40928027,1,Beef
0.4129405,0.4129405,0.04403498117288711,0.4129405,1,Beef
0.45654946,0.45654946,0.23625539745770124,0.45654946,1,Beef
0.49336085,0.49336085,-0.22951831456232122,0.49336085,1,Beef
0.51103451,0.51103451,0.37513614059045197,0.51103451,1,Beef
0.51427642,0.51427642,0.3988301968116082,0.51427642,1,Beef
