original,shuffle,fft,iafft,id,problem
-0.71051757,-0.71051757,-0.7105173008939203,-0.71051757,1,ItalyPowerDemand
-1.1833204,-1.1833204,-1.031782405801938,-1.1833204,1,ItalyPowerDemand
-1.3724416,-1.3724416,0.36450133531480233,-1.3724416,1,ItalyPowerDemand
-1.5930829,-1.5930829,-1.4257415124287771,-1.5930829,1,ItalyPowerDemand
-1.4670021,-1.4670021,1.4667515624031668,-1.4670021,1,ItalyPowerDemand
-1.3724416,-1.3724416,1.2906167300646953,-1.3724416,1,ItalyPowerDemand
-1.0887599,-1.0887599,-0.7501674960700839,-1.0887599,1,ItalyPowerDemand
0.045966947,0.045966947,0.029149359909655337,0.045966947,1,ItalyPowerDemand
0.92853223,0.92853223,0.4729265720081609,0.92853223,1,ItalyPowerDemand
1.0861332,1.0861332,0.12512236750559547,1.0861332,1,ItalyPowerDemand
1.2752543,1.2752543,-0.20921411710362336,1.2752543,1,ItalyPowerDemand
0.96005242,0.96005242,-0.5389908194134976,0.96005242,1,ItalyPowerDemand
0.61333034,0.61333034,0.5042846523316027,0.61333034,1,ItalyPowerDemand
0.014446758,0.014446758,-0.009847760904446789,0.014446758,1,ItalyPowerDemand
-0.6474772,-0.6474772,0.4653105683793734,-0.6474772,1,ItalyPowerDemand
-0.26923494,-0.26923494,-0.22822871740245093,-0.26923494,1,ItalyPowerDemand
-0.20619456,-0.20619456,-0.10025676946813401,-0.20619456,1,ItalyPowerDemand
0.61333034,0.61333034,-0.5897793805814919,0.61333034,1,ItalyPowerDemand
1.3698149,1.3698149,-0.4589909215962515,1.3698149,1,ItalyPowerDemand
1.4643754,1.4643754,-1.4635711363087662,1.4643754,1,ItalyPowerDemand
1.054613,1.054613,0.7652452581693998,1.054613,1,ItalyPowerDemand
0.58181015,0.58181015,-0.12795437424177752,0.58181015,1,ItalyPowerDemand
0.1720477,0.1720477,0.08421277222346328,0.1720477,1,ItalyPowerDemand
-0.26923494,-0.26923494,0.265197682506508,-0.26923494,1,ItalyPowerDemand
-0.99300935,-0.99300935,-0.3742243958673068,-0.99300935,2,ItalyPowerDemand
-1.4267865,-1.4267865,-0.883699269062757,-1.4267865,2,ItalyPowerDemand
-1.5798843,-1.5798843,-1.500951827270458,-1.5798843,2,ItalyPowerDemand
-1.6054006,-1.6054006,0.6812733966262403,-1.6054006,2,ItalyPowerDemand
-1.6309169,-1.6309169,0.4839783646450242,-1.6309169,2,ItalyPowerDemand
-1.3757539,-1.3757539,-1.2090098570889876,-1.3757539,2,ItalyPowerDemand
-1.0185257,-1.0185257,1.017739266549888,-1.0185257,2,ItalyPowerDemand
-0.35510183,-0.35510183,-0.05399628084747053,-0.35510183,2,ItalyPowerDemand
0.71658276,0.71658276,-0.5174062441032012,0.71658276,2,ItalyPowerDemand
1.2013925,1.2013925,-0.8933594272321799,1.2013925,2,ItalyPowerDemand
1.1248436,1.1248436,0.47081419960733756,1.1248436,2,ItalyPowerDemand
1.0482947,1.0482947,1.026936898995059,1.0482947,2,ItalyPowerDemand
0.79313166,0.79313166,0.19419866260348878,0.79313166,2,ItalyPowerDemand
0.46141977,0.46141977,-0.3934958093744634,0.46141977,2,ItalyPowerDemand
0.48693607,0.48693607,-0.34886108315109854,0.48693607,2,ItalyPowerDemand
0.56348497,0.56348497,-0.5035371228639752,0.56348497,2,ItalyPowerDemand
0.61451757,0.61451757,0.5581285790037512,0.61451757,2,ItalyPowerDemand
0.30832197,0.30832197,0.2857929325030692,0.30832197,2,ItalyPowerDemand
0.25728936,0.25728936,0.0745917239260315,0.25728936,2,ItalyPowerDemand
1.0993273,1.0993273,-1.0992030702098896,1.0993273,2,ItalyPowerDemand
1.0482947,1.0482947,-1.0325580452124938,1.0482947,2,ItalyPowerDemand
0.69106647,0.69106647,-0.38478820924590434,0.69106647,2,ItalyPowerDemand
-0.048906237,-0.048906237,-0.026314967007066484,-0.048906237,2,ItalyPowerDemand
-0.38061813,-0.38061813,-0.36827395947570934,-0.38061813,2,ItalyPowerDemand
1.3190669,1.3190669,0.18674619998574027,1.3190669,3,ItalyPowerDemand
0.56977448,0.56977448,-0.2593974114104047,0.56977448,3,ItalyPowerDemand
0.19512825,0.19512825,-0.11937510545834332,0.19512825,3,ItalyPowerDemand
-0.085856424,-0.085856424,0.08580265172248194,-0.085856424,3,ItalyPowerDemand
-0.17951799,-0.17951799,0.1373039099413295,-0.17951799,3,ItalyPowerDemand
-0.27317954,-0.27317954,0.2520148844468271,-0.27317954,3,ItalyPowerDemand
-0.085856424,-0.085856424,0.05549264829025319,-0.085856424,3,ItalyPowerDemand
-1.3971182,-1.3971182,-0.17295619916850474,-1.3971182,3,ItalyPowerDemand
-1.1161336,-1.1161336,0.7132705369797481,-1.1161336,3,ItalyPowerDemand
-0.74148733,-0.74148733,-0.7224583520728354,-0.74148733,3,ItalyPowerDemand
0.0078051347,0.0078051347,-0.0010224388737681903,0.0078051347,3,ItalyPowerDemand
-0.085856424,-0.085856424,-0.0104600309678361,-0.085856424,3,ItalyPowerDemand
