"id","group","names","values","feature_set"
"1_PowerCons",1,"DN_HistogramMode_5",-0.451612594990432,"catch22"
"1_PowerCons",1,"DN_HistogramMode_10",-0.678403226825209,"catch22"
"1_PowerCons",1,"CO_f1ecac",6.99499819661347,"catch22"
"1_PowerCons",1,"CO_FirstMin_ac",18,"catch22"
"1_PowerCons",1,"CO_HistogramAMI_even_2_5",0.368737323432704,"catch22"
"1_PowerCons",1,"CO_trev_1_num",0.0141473257242048,"catch22"
"1_PowerCons",1,"MD_hrv_classic_pnn40",0.685314685314685,"catch22"
"1_PowerCons",1,"SB_BinaryStats_mean_longstretch1",28,"catch22"
"1_PowerCons",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.03,"catch22"
"1_PowerCons",1,"PD_PeriodicityWang_th0_01",41,"catch22"
"1_PowerCons",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.4450935838966,"catch22"
"1_PowerCons",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",12,"catch22"
"1_PowerCons",1,"FC_LocalSimple_mean1_tauresrat",0.142857142857143,"catch22"
"1_PowerCons",1,"DN_OutlierInclude_p_001_mdrmd",-0.243055555555556,"catch22"
"1_PowerCons",1,"DN_OutlierInclude_n_001_mdrmd",0.118055555555556,"catch22"
"1_PowerCons",1,"SP_Summaries_welch_rect_area_5_1",0.875948335819592,"catch22"
"1_PowerCons",1,"SB_BinaryStats_diff_longstretch0",10,"catch22"
"1_PowerCons",1,"SB_MotifThree_quantile_hh",1.58625057368827,"catch22"
"1_PowerCons",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0.846153846153846,"catch22"
"1_PowerCons",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0.769230769230769,"catch22"
"1_PowerCons",1,"SP_Summaries_welch_rect_centroid",0.171805848243203,"catch22"
"1_PowerCons",1,"FC_LocalSimple_mean3_stderr",0.600872897177223,"catch22"
"1_PowerCons",1,"DN_Mean",0.748611111111111,"catch22"
"1_PowerCons",1,"DN_Spread_Std",0.705496513262348,"catch22"
"2_PowerCons",1,"DN_HistogramMode_5",-0.243540225965861,"catch22"
"2_PowerCons",1,"DN_HistogramMode_10",-0.448818108999183,"catch22"
"2_PowerCons",1,"CO_f1ecac",4.98410036752015,"catch22"
"2_PowerCons",1,"CO_FirstMin_ac",15,"catch22"
"2_PowerCons",1,"CO_HistogramAMI_even_2_5",0.289100995340754,"catch22"
"2_PowerCons",1,"CO_trev_1_num",0.0347924867532396,"catch22"
"2_PowerCons",1,"MD_hrv_classic_pnn40",0.65034965034965,"catch22"
"2_PowerCons",1,"SB_BinaryStats_mean_longstretch1",14,"catch22"
"2_PowerCons",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.0444444444444444,"catch22"
"2_PowerCons",1,"PD_PeriodicityWang_th0_01",30,"catch22"
"2_PowerCons",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.427859747864292,"catch22"
"2_PowerCons",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",8,"catch22"
"2_PowerCons",1,"FC_LocalSimple_mean1_tauresrat",0.222222222222222,"catch22"
"2_PowerCons",1,"DN_OutlierInclude_p_001_mdrmd",0.576388888888889,"catch22"
"2_PowerCons",1,"DN_OutlierInclude_n_001_mdrmd",-0.201388888888889,"catch22"
"2_PowerCons",1,"SP_Summaries_welch_rect_area_5_1",0.834138444838522,"catch22"
"2_PowerCons",1,"SB_BinaryStats_diff_longstretch0",9,"catch22"
"2_PowerCons",1,"SB_MotifThree_quantile_hh",1.79417290142898,"catch22"
"2_PowerCons",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0.256410256410256,"catch22"
"2_PowerCons",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0.692307692307692,"catch22"
"2_PowerCons",1,"SP_Summaries_welch_rect_centroid",0.245436926061719,"catch22"
"2_PowerCons",1,"FC_LocalSimple_mean3_stderr",0.623434268454326,"catch22"
"2_PowerCons",1,"DN_Mean",0.319861111111111,"catch22"
"2_PowerCons",1,"DN_Spread_Std",0.336129732927924,"catch22"
"3_PowerCons",1,"DN_HistogramMode_5",-0.415669817626893,"catch22"
"3_PowerCons",1,"DN_HistogramMode_10",-0.649391928326445,"catch22"
"3_PowerCons",1,"CO_f1ecac",4.939823047465,"catch22"
"3_PowerCons",1,"CO_FirstMin_ac",25,"catch22"
"3_PowerCons",1,"CO_HistogramAMI_even_2_5",0.306005931658447,"catch22"
"3_PowerCons",1,"CO_trev_1_num",0.0459645333723483,"catch22"
"3_PowerCons",1,"MD_hrv_classic_pnn40",0.545454545454545,"catch22"
"3_PowerCons",1,"SB_BinaryStats_mean_longstretch1",25,"catch22"
"3_PowerCons",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.0137741046831956,"catch22"
"3_PowerCons",1,"PD_PeriodicityWang_th0_01",33,"catch22"
"3_PowerCons",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.251058977634175,"catch22"
"3_PowerCons",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",12,"catch22"
"3_PowerCons",1,"FC_LocalSimple_mean1_tauresrat",0.153846153846154,"catch22"
"3_PowerCons",1,"DN_OutlierInclude_p_001_mdrmd",-0.284722222222222,"catch22"
"3_PowerCons",1,"DN_OutlierInclude_n_001_mdrmd",-0.0277777777777778,"catch22"
"3_PowerCons",1,"SP_Summaries_welch_rect_area_5_1",0.793239980486603,"catch22"
"3_PowerCons",1,"SB_BinaryStats_diff_longstretch0",12,"catch22"
"3_PowerCons",1,"SB_MotifThree_quantile_hh",1.63331014834309,"catch22"
"3_PowerCons",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0.846153846153846,"catch22"
"3_PowerCons",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0.743589743589744,"catch22"
"3_PowerCons",1,"SP_Summaries_welch_rect_centroid",0.171805848243203,"catch22"
"3_PowerCons",1,"FC_LocalSimple_mean3_stderr",0.725436527921746,"catch22"
"3_PowerCons",1,"DN_Mean",0.758888888888889,"catch22"
