"id","group","names","values","feature_set"
"1_ItalyPowerDemand",1,"DN_HistogramMode_5",1.15862956561243,"catch22"
"1_ItalyPowerDemand",1,"DN_HistogramMode_10",-0.217226662940428,"catch22"
"1_ItalyPowerDemand",1,"CO_f1ecac",3.58667378214514,"catch22"
"1_ItalyPowerDemand",1,"CO_FirstMin_ac",6,"catch22"
"1_ItalyPowerDemand",1,"CO_HistogramAMI_even_2_5",0.48584729774713,"catch22"
"1_ItalyPowerDemand",1,"CO_trev_1_num",0.0953558998252424,"catch22"
"1_ItalyPowerDemand",1,"MD_hrv_classic_pnn40",1,"catch22"
"1_ItalyPowerDemand",1,"SB_BinaryStats_mean_longstretch1",8,"catch22"
"1_ItalyPowerDemand",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.04,"catch22"
"1_ItalyPowerDemand",1,"PD_PeriodicityWang_th0_01",0,"catch22"
"1_ItalyPowerDemand",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.240598340944787,"catch22"
"1_ItalyPowerDemand",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",3,"catch22"
"1_ItalyPowerDemand",1,"FC_LocalSimple_mean1_tauresrat",0.75,"catch22"
"1_ItalyPowerDemand",1,"DN_OutlierInclude_p_001_mdrmd",0.291666666666667,"catch22"
"1_ItalyPowerDemand",1,"DN_OutlierInclude_n_001_mdrmd",-0.625,"catch22"
"1_ItalyPowerDemand",1,"SP_Summaries_welch_rect_area_5_1",0.468051942679838,"catch22"
"1_ItalyPowerDemand",1,"SB_BinaryStats_diff_longstretch0",5,"catch22"
"1_ItalyPowerDemand",1,"SB_MotifThree_quantile_hh",1.78750208449137,"catch22"
"1_ItalyPowerDemand",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0,"catch22"
"1_ItalyPowerDemand",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0,"catch22"
"1_ItalyPowerDemand",1,"SP_Summaries_welch_rect_centroid",0.589048622548125,"catch22"
"1_ItalyPowerDemand",1,"FC_LocalSimple_mean3_stderr",0.857419153288399,"catch22"
"1_ItalyPowerDemand",1,"DN_Mean",-1.04166664414522e-09,"catch22"
"1_ItalyPowerDemand",1,"DN_Spread_Std",1.00000000468591,"catch22"
"2_ItalyPowerDemand",1,"DN_HistogramMode_5",0.918161553543537,"catch22"
"2_ItalyPowerDemand",1,"DN_HistogramMode_10",-0.214762196073407,"catch22"
"2_ItalyPowerDemand",1,"CO_f1ecac",4.36640584942816,"catch22"
"2_ItalyPowerDemand",1,"CO_FirstMin_ac",8,"catch22"
"2_ItalyPowerDemand",1,"CO_HistogramAMI_even_2_5",0.548269725916924,"catch22"
"2_ItalyPowerDemand",1,"CO_trev_1_num",0.0713529428681003,"catch22"
"2_ItalyPowerDemand",1,"MD_hrv_classic_pnn40",0.869565217391304,"catch22"
"2_ItalyPowerDemand",1,"SB_BinaryStats_mean_longstretch1",15,"catch22"
"2_ItalyPowerDemand",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.111111111111111,"catch22"
"2_ItalyPowerDemand",1,"PD_PeriodicityWang_th0_01",0,"catch22"
"2_ItalyPowerDemand",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.388216912559934,"catch22"
"2_ItalyPowerDemand",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",5,"catch22"
"2_ItalyPowerDemand",1,"FC_LocalSimple_mean1_tauresrat",0.5,"catch22"
"2_ItalyPowerDemand",1,"DN_OutlierInclude_p_001_mdrmd",0.208333333333333,"catch22"
"2_ItalyPowerDemand",1,"DN_OutlierInclude_n_001_mdrmd",-0.666666666666667,"catch22"
"2_ItalyPowerDemand",1,"SP_Summaries_welch_rect_area_5_1",0.702774839464438,"catch22"
"2_ItalyPowerDemand",1,"SB_BinaryStats_diff_longstretch0",5,"catch22"
"2_ItalyPowerDemand",1,"SB_MotifThree_quantile_hh",1.73023804570537,"catch22"
"2_ItalyPowerDemand",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0,"catch22"
"2_ItalyPowerDemand",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0,"catch22"
"2_ItalyPowerDemand",1,"SP_Summaries_welch_rect_centroid",0.196349540849375,"catch22"
"2_ItalyPowerDemand",1,"FC_LocalSimple_mean3_stderr",0.682610720957763,"catch22"
"2_ItalyPowerDemand",1,"DN_Mean",-1.95833330339050e-09,"catch22"
"2_ItalyPowerDemand",1,"DN_Spread_Std",1.00000000916483,"catch22"
"3_ItalyPowerDemand",2,"DN_HistogramMode_5",-0.273179509073217,"catch22"
"3_ItalyPowerDemand",2,"DN_HistogramMode_10",-0.0858563934915821,"catch22"
"3_ItalyPowerDemand",2,"CO_f1ecac",2.89202806289953,"catch22"
"3_ItalyPowerDemand",2,"CO_FirstMin_ac",5,"catch22"
"3_ItalyPowerDemand",2,"CO_HistogramAMI_even_2_5",0.464109069943734,"catch22"
"3_ItalyPowerDemand",2,"CO_trev_1_num",0.216592748920129,"catch22"
"3_ItalyPowerDemand",2,"MD_hrv_classic_pnn40",0.91304347826087,"catch22"
"3_ItalyPowerDemand",2,"SB_BinaryStats_mean_longstretch1",3,"catch22"
"3_ItalyPowerDemand",2,"SB_TransitionMatrix_3ac_sumdiagcov",0.0340136054421769,"catch22"
"3_ItalyPowerDemand",2,"PD_PeriodicityWang_th0_01",0,"catch22"
"3_ItalyPowerDemand",2,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.089103618998487,"catch22"
"3_ItalyPowerDemand",2,"IN_AutoMutualInfoStats_40_gaussian_fmmi",2,"catch22"
"3_ItalyPowerDemand",2,"FC_LocalSimple_mean1_tauresrat",0.666666666666667,"catch22"
"3_ItalyPowerDemand",2,"DN_OutlierInclude_p_001_mdrmd",0.875,"catch22"
"3_ItalyPowerDemand",2,"DN_OutlierInclude_n_001_mdrmd",0.25,"catch22"
"3_ItalyPowerDemand",2,"SP_Summaries_welch_rect_area_5_1",0.31056741588683,"catch22"
"3_ItalyPowerDemand",2,"SB_BinaryStats_diff_longstretch0",5,"catch22"
"3_ItalyPowerDemand",2,"SB_MotifThree_quantile_hh",1.73023804570537,"catch22"
"3_ItalyPowerDemand",2,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0,"catch22"
"3_ItalyPowerDemand",2,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0,"catch22"
"3_ItalyPowerDemand",2,"SP_Summaries_welch_rect_centroid",0.589048622548125,"catch22"
"3_ItalyPowerDemand",2,"FC_LocalSimple_mean3_stderr",0.886436057938066,"catch22"
"3_ItalyPowerDemand",2,"DN_Mean",-1.77499999883442e-09,"catch22"
"3_ItalyPowerDemand",2,"DN_Spread_Std",0.999999996895021,"catch22"
"4_ItalyPowerDemand",2,"DN_HistogramMode_5",0.0484111042075304,"catch22"
