"id","group","names","values","feature_set"
"1_InsectEPGRegularTrain",1,"DN_HistogramMode_5",0.935745890867801,"catch22"
"1_InsectEPGRegularTrain",1,"DN_HistogramMode_10",-1.42202349430252,"catch22"
"1_InsectEPGRegularTrain",1,"CO_f1ecac",114.372813712101,"catch22"
"1_InsectEPGRegularTrain",1,"CO_FirstMin_ac",273,"catch22"
"1_InsectEPGRegularTrain",1,"CO_HistogramAMI_even_2_5",0.961259807641967,"catch22"
"1_InsectEPGRegularTrain",1,"CO_trev_1_num",-0.000333891385180262,"catch22"
"1_InsectEPGRegularTrain",1,"MD_hrv_classic_pnn40",0.396666666666667,"catch22"
"1_InsectEPGRegularTrain",1,"SB_BinaryStats_mean_longstretch1",282,"catch22"
"1_InsectEPGRegularTrain",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.111111111111111,"catch22"
"1_InsectEPGRegularTrain",1,"PD_PeriodicityWang_th0_01",84,"catch22"
"1_InsectEPGRegularTrain",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.681528097093475,"catch22"
"1_InsectEPGRegularTrain",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",12,"catch22"
"1_InsectEPGRegularTrain",1,"FC_LocalSimple_mean1_tauresrat",0.0124223602484472,"catch22"
"1_InsectEPGRegularTrain",1,"DN_OutlierInclude_p_001_mdrmd",-0.249584026622296,"catch22"
"1_InsectEPGRegularTrain",1,"DN_OutlierInclude_n_001_mdrmd",0.597337770382695,"catch22"
"1_InsectEPGRegularTrain",1,"SP_Summaries_welch_rect_area_5_1",0.986367569621581,"catch22"
"1_InsectEPGRegularTrain",1,"SB_BinaryStats_diff_longstretch0",7,"catch22"
"1_InsectEPGRegularTrain",1,"SB_MotifThree_quantile_hh",1.28490590085038,"catch22"
"1_InsectEPGRegularTrain",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0.148936170212766,"catch22"
"1_InsectEPGRegularTrain",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0.872340425531915,"catch22"
"1_InsectEPGRegularTrain",1,"SP_Summaries_welch_rect_centroid",0.0122718463030859,"catch22"
"1_InsectEPGRegularTrain",1,"FC_LocalSimple_mean3_stderr",0.182177232892472,"catch22"
"1_InsectEPGRegularTrain",1,"DN_Mean",2.46290465890183,"catch22"
"1_InsectEPGRegularTrain",1,"DN_Spread_Std",0.0375800112416844,"catch22"
"2_InsectEPGRegularTrain",1,"DN_HistogramMode_5",-0.515708512113075,"catch22"
"2_InsectEPGRegularTrain",1,"DN_HistogramMode_10",-0.742538977963897,"catch22"
"2_InsectEPGRegularTrain",1,"CO_f1ecac",94.4667047481718,"catch22"
"2_InsectEPGRegularTrain",1,"CO_FirstMin_ac",13,"catch22"
"2_InsectEPGRegularTrain",1,"CO_HistogramAMI_even_2_5",0.73566841335932,"catch22"
"2_InsectEPGRegularTrain",1,"CO_trev_1_num",0.0129806685591617,"catch22"
"2_InsectEPGRegularTrain",1,"MD_hrv_classic_pnn40",0.39,"catch22"
"2_InsectEPGRegularTrain",1,"SB_BinaryStats_mean_longstretch1",147,"catch22"
"2_InsectEPGRegularTrain",1,"SB_TransitionMatrix_3ac_sumdiagcov",0.0625,"catch22"
"2_InsectEPGRegularTrain",1,"PD_PeriodicityWang_th0_01",19,"catch22"
"2_InsectEPGRegularTrain",1,"CO_Embed2_Dist_tau_d_expfit_meandiff",0.497694014171297,"catch22"
"2_InsectEPGRegularTrain",1,"IN_AutoMutualInfoStats_40_gaussian_fmmi",11,"catch22"
"2_InsectEPGRegularTrain",1,"FC_LocalSimple_mean1_tauresrat",0.013986013986014,"catch22"
"2_InsectEPGRegularTrain",1,"DN_OutlierInclude_p_001_mdrmd",-0.745424292845258,"catch22"
"2_InsectEPGRegularTrain",1,"DN_OutlierInclude_n_001_mdrmd",0.160565723793677,"catch22"
"2_InsectEPGRegularTrain",1,"SP_Summaries_welch_rect_area_5_1",0.980571814056856,"catch22"
"2_InsectEPGRegularTrain",1,"SB_BinaryStats_diff_longstretch0",13,"catch22"
"2_InsectEPGRegularTrain",1,"SB_MotifThree_quantile_hh",1.3987748999849,"catch22"
"2_InsectEPGRegularTrain",1,"SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1",0.872340425531915,"catch22"
"2_InsectEPGRegularTrain",1,"SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1",0.829787234042553,"catch22"
