,id,group,names,values,feature_set,shuffle,fft,iafft
0,1_GunPointOldVersusYoung,1,DN_HistogramMode_5,0.871809613695728,catch22,0.8718096136957276,-0.7844523808248085,0.8718096136957276
1,1_GunPointOldVersusYoung,1,DN_HistogramMode_10,0.998108229991336,catch22,0.9981082299913364,-0.2235325789627809,0.9981082299913364
2,1_GunPointOldVersusYoung,1,CO_f1ecac,22.3893650283541,catch22,21.389365028354092,0.631278082165578,21.389365028354092
3,1_GunPointOldVersusYoung,1,CO_FirstMin_ac,68.0,catch22,68.0,1.0,68.0
4,1_GunPointOldVersusYoung,1,CO_HistogramAMI_even_2_5,1.03061238613269,catch22,1.0306123861326941,0.1304523668560657,1.0306123861326941
5,1_GunPointOldVersusYoung,1,CO_trev_1_num,1.83529530533639e-05,catch22,1.835295305336393e-05,-0.49349118018667437,1.835295305336393e-05
6,1_GunPointOldVersusYoung,1,MD_hrv_classic_pnn40,0.302013422818792,catch22,0.30201342281879195,0.9664429530201343,0.30201342281879195
7,1_GunPointOldVersusYoung,1,SB_BinaryStats_mean_longstretch1,74.0,catch22,74.0,10.0,74.0
8,1_GunPointOldVersusYoung,1,SB_TransitionMatrix_3ac_sumdiagcov,0.0625,catch22,0.0625,0.00045043016080356776,0.0625
9,1_GunPointOldVersusYoung,1,PD_PeriodicityWang_th0_01,0.0,catch22,0.0,3.0,0.0
10,1_GunPointOldVersusYoung,1,CO_Embed2_Dist_tau_d_expfit_meandiff,4.92575036326111,catch22,4.925750363261114,0.08964130910925458,4.925750363261114
11,1_GunPointOldVersusYoung,1,IN_AutoMutualInfoStats_40_gaussian_fmmi,29.0,catch22,29.0,2.0,29.0
12,1_GunPointOldVersusYoung,1,FC_LocalSimple_mean1_tauresrat,1.21875,catch22,1.21875,1.0,1.21875
13,1_GunPointOldVersusYoung,1,DN_OutlierInclude_p_001_mdrmd,-0.0266666666666666,catch22,-0.026666666666666616,0.026666666666666616,-0.026666666666666616
14,1_GunPointOldVersusYoung,1,DN_OutlierInclude_n_001_mdrmd,0.54,catch22,0.54,-0.1333333333333333,0.54
15,1_GunPointOldVersusYoung,1,SP_Summaries_welch_rect_area_5_1,0.984128407264769,catch22,0.9841284072647688,0.20763193371311253,0.9841284072647688
16,1_GunPointOldVersusYoung,1,SB_BinaryStats_diff_longstretch0,27.0,catch22,27.0,5.0,27.0
17,1_GunPointOldVersusYoung,1,SB_MotifThree_quantile_hh,1.22988931497514,catch22,1.2298893149751353,2.193112983555954,1.2298893149751353
18,1_GunPointOldVersusYoung,1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,0.15,catch22,0.15,0.85,0.15
19,1_GunPointOldVersusYoung,1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,0.75,catch22,0.75,0.85,0.75
20,1_GunPointOldVersusYoung,1,SP_Summaries_welch_rect_centroid,0.0490873852123438,catch22,0.04908738521234375,1.6689710972196876,0.04908738521234375
21,1_GunPointOldVersusYoung,1,FC_LocalSimple_mean3_stderr,0.117756332926074,catch22,0.11775633292607411,1.128853645878863,0.11775633292607411
22,1_GunPointOldVersusYoung,1,DN_Mean,375.514235666667,catch22,375.51423566666693,10.619814373681178,375.51423566666693
23,1_GunPointOldVersusYoung,1,DN_Spread_Std,104.468444603686,catch22,104.46844460368602,263.1095393396914,104.46844460368602
