,id,group,names,values,feature_set,shuffle,fft,iafft
0,1_InsectEPGRegularTrain,1,DN_HistogramMode_5,0.935745890867801,catch22,0.9357458908678011,-1.1220656959637787,0.9357458908678011
1,1_InsectEPGRegularTrain,1,DN_HistogramMode_10,-1.42202349430252,catch22,-1.4220234943025232,-1.2669945295162752,-1.4220234943025232
2,1_InsectEPGRegularTrain,1,CO_f1ecac,114.372813712101,catch22,113.37281371210064,0.6134656143761951,113.37281371210064
3,1_InsectEPGRegularTrain,1,CO_FirstMin_ac,273.0,catch22,273.0,1.0,273.0
4,1_InsectEPGRegularTrain,1,CO_HistogramAMI_even_2_5,0.961259807641967,catch22,0.9612598076419668,0.015485814845671221,0.9612598076419668
5,1_InsectEPGRegularTrain,1,CO_trev_1_num,-0.0003338913851802,catch22,-0.0003338913851802625,-0.009764379046083899,-0.0003338913851802625
6,1_InsectEPGRegularTrain,1,MD_hrv_classic_pnn40,0.396666666666667,catch22,0.39666666666666667,0.965,0.39666666666666667
7,1_InsectEPGRegularTrain,1,SB_BinaryStats_mean_longstretch1,282.0,catch22,282.0,9.0,282.0
8,1_InsectEPGRegularTrain,1,SB_TransitionMatrix_3ac_sumdiagcov,0.111111111111111,catch22,0.1111111111111111,0.000349074074074074,0.1111111111111111
9,1_InsectEPGRegularTrain,1,PD_PeriodicityWang_th0_01,84.0,catch22,84.0,6.0,84.0
10,1_InsectEPGRegularTrain,1,CO_Embed2_Dist_tau_d_expfit_meandiff,0.681528097093475,catch22,0.6815280970934751,0.13028700166988508,0.6815280970934751
11,1_InsectEPGRegularTrain,1,IN_AutoMutualInfoStats_40_gaussian_fmmi,12.0,catch22,12.0,1.0,12.0
12,1_InsectEPGRegularTrain,1,FC_LocalSimple_mean1_tauresrat,0.0124223602484472,catch22,0.012422360248447204,1.0,0.012422360248447204
13,1_InsectEPGRegularTrain,1,DN_OutlierInclude_p_001_mdrmd,-0.249584026622296,catch22,-0.24958402662229617,-0.0765391014975042,-0.24958402662229617
14,1_InsectEPGRegularTrain,1,DN_OutlierInclude_n_001_mdrmd,0.597337770382695,catch22,0.5973377703826954,0.019966722129783676,0.5973377703826954
15,1_InsectEPGRegularTrain,1,SP_Summaries_welch_rect_area_5_1,0.986367569621581,catch22,0.9863675696215812,0.20223328201748178,0.9863675696215812
16,1_InsectEPGRegularTrain,1,SB_BinaryStats_diff_longstretch0,7.0,catch22,7.0,5.0,7.0
17,1_InsectEPGRegularTrain,1,SB_MotifThree_quantile_hh,1.28490590085038,catch22,1.2849059008503805,2.1940148056074062,1.2849059008503805
18,1_InsectEPGRegularTrain,1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,0.148936170212766,catch22,0.14893617021276595,0.5957446808510638,0.14893617021276595
19,1_InsectEPGRegularTrain,1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,0.872340425531915,catch22,0.8723404255319149,0.3617021276595745,0.8723404255319149
20,1_InsectEPGRegularTrain,1,SP_Summaries_welch_rect_centroid,0.0122718463030859,catch22,0.012271846303085938,1.6689710972196876,0.012271846303085938
21,1_InsectEPGRegularTrain,1,FC_LocalSimple_mean3_stderr,0.182177232892472,catch22,0.1821772328924715,1.131238003063095,0.1821772328924715
22,1_InsectEPGRegularTrain,1,DN_Mean,2.46290465890183,catch22,2.462904658901828,-0.06303969004345632,2.462904658901828
23,1_InsectEPGRegularTrain,1,DN_Spread_Std,0.0375800112416844,catch22,0.03758001124168442,1.7335364271691158,0.03758001124168442
24,2_InsectEPGRegularTrain,1,DN_HistogramMode_5,-0.515708512113075,catch22,-0.5157085121130751,-1.1233652593021048,-0.5157085121130751
25,2_InsectEPGRegularTrain,1,DN_HistogramMode_10,-0.742538977963897,catch22,-0.7425389779638967,-1.2691991884523155,-0.7425389779638967
26,2_InsectEPGRegularTrain,1,CO_f1ecac,94.4667047481718,catch22,93.46670474817184,0.6256562685780743,93.46670474817184
27,2_InsectEPGRegularTrain,1,CO_FirstMin_ac,13.0,catch22,13.0,2.0,13.0
28,2_InsectEPGRegularTrain,1,CO_HistogramAMI_even_2_5,0.73566841335932,catch22,0.7356684133593203,0.016490815870434918,0.7356684133593203
29,2_InsectEPGRegularTrain,1,CO_trev_1_num,0.0129806685591617,catch22,0.012980668559161678,-0.19415908988296302,0.012980668559161678
30,2_InsectEPGRegularTrain,1,MD_hrv_classic_pnn40,0.39,catch22,0.39,0.97,0.39
31,2_InsectEPGRegularTrain,1,SB_BinaryStats_mean_longstretch1,147.0,catch22,147.0,9.0,147.0
32,2_InsectEPGRegularTrain,1,SB_TransitionMatrix_3ac_sumdiagcov,0.0625,catch22,0.0625,0.0003305555555555558,0.0625
33,2_InsectEPGRegularTrain,1,PD_PeriodicityWang_th0_01,19.0,catch22,19.0,4.0,19.0
34,2_InsectEPGRegularTrain,1,CO_Embed2_Dist_tau_d_expfit_meandiff,0.497694014171297,catch22,0.49769401417129655,0.13532613289642645,0.49769401417129655
35,2_InsectEPGRegularTrain,1,IN_AutoMutualInfoStats_40_gaussian_fmmi,11.0,catch22,11.0,2.0,11.0
36,2_InsectEPGRegularTrain,1,FC_LocalSimple_mean1_tauresrat,0.013986013986014,catch22,0.013986013986013986,1.0,0.013986013986013986
37,2_InsectEPGRegularTrain,1,DN_OutlierInclude_p_001_mdrmd,-0.745424292845258,catch22,-0.7454242928452579,0.0266222961730449,-0.7454242928452579
38,2_InsectEPGRegularTrain,1,DN_OutlierInclude_n_001_mdrmd,0.160565723793677,catch22,0.16056572379367728,-0.008319467554076532,0.16056572379367728
39,2_InsectEPGRegularTrain,1,SP_Summaries_welch_rect_area_5_1,0.980571814056856,catch22,0.9805718140568565,0.16749173819097185,0.9805718140568565
40,2_InsectEPGRegularTrain,1,SB_BinaryStats_diff_longstretch0,13.0,catch22,13.0,6.0,13.0
41,2_InsectEPGRegularTrain,1,SB_MotifThree_quantile_hh,1.3987748999849,catch22,1.3987748999849017,2.1942870598203257,1.3987748999849017
42,2_InsectEPGRegularTrain,1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,0.872340425531915,catch22,0.8723404255319149,0.1276595744680851,0.8723404255319149
