,id,group,names,values,feature_set,shuffle,fft,iafft
0,1_InlineSkate,2,DN_HistogramMode_5,-0.902436969215298,catch22,-0.902436969215298,0.006866287093500789,-0.902436969215298
1,1_InlineSkate,2,DN_HistogramMode_10,-1.05953823412224,catch22,-1.059538234122242,0.27313180201445997,-1.059538234122242
2,1_InlineSkate,2,CO_f1ecac,218.607175146482,catch22,217.60717514648204,0.6279634852711394,217.60717514648204
3,1_InlineSkate,2,CO_FirstMin_ac,576.0,catch22,576.0,1.0,576.0
4,1_InlineSkate,2,CO_HistogramAMI_even_2_5,1.37264246701692,catch22,1.3726424670169215,0.13352181857513898,1.3726424670169215
5,1_InlineSkate,2,CO_trev_1_num,-3.20547665630267e-07,catch22,-3.205476656302671e-07,0.2359249543752796,-3.205476656302671e-07
6,1_InlineSkate,2,MD_hrv_classic_pnn40,0.0882509303561935,catch22,0.08825093035619351,0.9128123338649654,0.08825093035619351
7,1_InlineSkate,2,SB_BinaryStats_mean_longstretch1,600.0,catch22,600.0,13.0,600.0
8,1_InlineSkate,2,SB_TransitionMatrix_3ac_sumdiagcov,0.04,catch22,0.04000000000000001,0.01553575430852355,0.04000000000000001
9,1_InlineSkate,2,PD_PeriodicityWang_th0_01,0.0,catch22,0.0,5.0,0.0
10,1_InlineSkate,2,CO_Embed2_Dist_tau_d_expfit_meandiff,8.05111714315661,catch22,8.05111714315661,0.09252121079201442,8.05111714315661
11,1_InlineSkate,2,IN_AutoMutualInfoStats_40_gaussian_fmmi,40.0,catch22,40.0,1.0,40.0
12,1_InlineSkate,2,FC_LocalSimple_mean1_tauresrat,0.0031545741324921,catch22,0.0031545741324921135,1.0,0.0031545741324921135
13,1_InlineSkate,2,DN_OutlierInclude_p_001_mdrmd,0.282678002125399,catch22,0.2826780021253985,0.12433581296493101,0.2826780021253985
14,1_InlineSkate,2,DN_OutlierInclude_n_001_mdrmd,-0.257438894792774,catch22,-0.25743889479277365,0.14665249734325192,-0.25743889479277365
15,1_InlineSkate,2,SP_Summaries_welch_rect_area_5_1,0.999237815684527,catch22,0.9992378156845264,0.1875301449774241,0.9992378156845264
16,1_InlineSkate,2,SB_BinaryStats_diff_longstretch0,7.0,catch22,7.0,6.0,7.0
17,1_InlineSkate,2,SB_MotifThree_quantile_hh,1.16557639343916,catch22,1.165576393439156,2.05717504595022,1.165576393439156
18,1_InlineSkate,2,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,0.125,catch22,0.125,0.125,0.125
19,1_InlineSkate,2,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,0.541666666666667,catch22,0.5416666666666666,0.8541666666666666,0.5416666666666666
20,1_InlineSkate,2,SP_Summaries_welch_rect_centroid,0.0061359231515429,catch22,0.006135923151542969,1.558524480491914,0.006135923151542969
21,1_InlineSkate,2,FC_LocalSimple_mean3_stderr,0.0235929577957956,catch22,0.023592957795795563,1.1700743503069062,0.023592957795795563
22,1_InlineSkate,2,DN_Mean,-2.5015912205249003e-10,catch22,-2.501591220524905e-10,-0.008745300050857763,-2.501591220524905e-10
23,1_InlineSkate,2,DN_Spread_Std,1.00000000059233,catch22,1.0000000005923326,0.7094019978251144,1.0000000005923326
24,2_InlineSkate,2,DN_HistogramMode_5,-0.803272420665365,catch22,-0.8032724206653649,0.026526231478163798,-0.8032724206653649
25,2_InlineSkate,2,DN_HistogramMode_10,-0.57715673049707,catch22,-0.5771567304970695,-0.4321255869077256,-0.5771567304970695
26,2_InlineSkate,2,CO_f1ecac,145.423285773589,catch22,144.42328577358938,0.708778498886215,144.42328577358938
27,2_InlineSkate,2,CO_FirstMin_ac,332.0,catch22,332.0,3.0,332.0
28,2_InlineSkate,2,CO_HistogramAMI_even_2_5,1.20291155555068,catch22,1.2029115555506755,0.1409963598687438,1.2029115555506755
29,2_InlineSkate,2,CO_trev_1_num,3.47307642848389e-06,catch22,3.473076428483893e-06,-0.7624706419624816,3.473076428483893e-06
30,2_InlineSkate,2,MD_hrv_classic_pnn40,0.0334928229665072,catch22,0.03349282296650718,0.8846358320042531,0.03349282296650718
31,2_InlineSkate,2,SB_BinaryStats_mean_longstretch1,458.0,catch22,458.0,14.0,458.0
32,2_InlineSkate,2,SB_TransitionMatrix_3ac_sumdiagcov,0.0272108843537415,catch22,0.027210884353741492,0.00695224083295609,0.027210884353741492
33,2_InlineSkate,2,PD_PeriodicityWang_th0_01,0.0,catch22,0.0,3.0,0.0
34,2_InlineSkate,2,CO_Embed2_Dist_tau_d_expfit_meandiff,11.2031632507632,catch22,11.203163250763208,0.06269084144922,11.203163250763208
35,2_InlineSkate,2,IN_AutoMutualInfoStats_40_gaussian_fmmi,40.0,catch22,40.0,1.0,40.0
36,2_InlineSkate,2,FC_LocalSimple_mean1_tauresrat,0.0040322580645161,catch22,0.004032258064516129,0.5,0.004032258064516129
37,2_InlineSkate,2,DN_OutlierInclude_p_001_mdrmd,0.13788522848034,catch22,0.13788522848034013,0.10573857598299674,0.13788522848034013
